question_no	pdf_page	source_label	preview
676	679	(a.g.b.a.a.a.d)2011 北京竞赛	(a.g.b.a.a.a.d)2011 北京竞赛 (3) (第二十二届北京市大学生数学竞赛题, 2011 年) 函数项级数 ∞ n=1 -1   n4 2n e
677	680	(a.g.b.a.a.a.e)2026 数一	(a.g.b.a.a.a.e)2026 数一 级数 ∞ n=1 3+-1 n 4 
678	681	(a.g.b.a.a.b.a)1992 数三	i.vii. ii. i. i. ii) 中心平移 (a.g.b.a.a.b.a)1992 数三 级数 ∞ n=1 x-2 2n n4  n 的收敛域为 _____. 大观严选题 —— 澄潇宇
679	682	(a.g.b.a.a.c.a)2009 数三	i.vii. ii. i. i.ii)n 次方和差 (a.g.b.a.a.c.a)2009 数三 幂级数 ∞ n=1 e
680	683	(a.g.b.a.a.c.b)2000 数一	(a.g.b.a.a.c.b)2000 数一 求幂级数 ∞ n=1 1 3
681	684	(a.g.b.a.a.c.c)660 数一 131	(a.g.b.a.a.c.c)660 数一 131 幂级数 ∞ n=1 -1   n x+1 n n 1-4 n
682	685	(a.g.b.a.a.d.a)1996 北京竞赛	i.vii.ii.i.i.iv)ln 相关 (a.g.b.a.a.d.a)1996 北京竞赛 幂级数 ∞ n=1 -1 n8
683	686	(a.g.b.a.a.e.a)2022 数一;30 例 16.25	i.vii.ii.i.i.v) 分子阶乘 (a.g.b.a.a.e.a)2022 数一;30 例 16.25 已知级数 ∞ n=1 n!
684	687	(a.g.b.a.b.a.a) 武强化严选第七章 15	(1.7.2.1.2) 抽象 i.vii.ii.i.i.i) 一点收敛 (a.g.b.a.b.a.a) 武强化严选第七章 15 15.若幂级数 ∞ n=0
685	688	(a.g.b.a.b.a.b)660 数一 330	(a.g.b.a.b.a.b)660 数一 330 330 设 ∞ n=1 -1   nan2 n收敛，则
686	689	i.vii.ii.i.i.ii.ii.i)2008 数一; 强化严选第七章 20	i.vii.ii.i.ii.ii.ii) 一点发散,一点收敛 (a.g.b.a.b.b.a) 直接给出 i.vii.ii.i.i.ii.ii.i)2008 数一; 强化严选第七章 20 (11) 已知幂级数 ∞ n=0 anx+2 n在 x = 0 处收敛，在 x =-4 处发散，则幂级数
687	690	i.vii. ii. i. ii. ii. ii. ii. i)2011 数一; 强化严选第七章 17	(a.g.b.a.b.b.b) 需推导 i.vii. ii. i. ii. ii. ii. ii. i)2011 数一; 强化严选第七章 17 (2) 设数列 an 单调减少， limn→∞ an = 0， Sn = n k=1
688	691	【例 7.8】 (1) 设数列 an 单调递减, 且 limn→∞	i.vii.ii.i.ii.ii.ii.ii.ii) 姜真题同源 150 【例 7.8】 (1) 设数列 an 单调递减, 且 limn→∞ anlnn = 1, 则幂级数 ∞ n=1 -1   nanx+1 n的收敛域为 ___. 大观严选题 —— 澄潇宇
689	692	(a.g.b.a.b.c.a)1997 数一; 强化严选第七章 19; 李正元例 11.15 - 3	i.vii.ii.i.ii.iii) 已知一级数的,求另一幂级数的 (a.g.b.a.b.c.a)1997 数一; 强化严选第七章 19; 李正元例 11.15 - 3 设矩级数 ∞ n=0 anx
690	693	(a.g.b.a.b.c.b)2020 数三	(a.g.b.a.b.c.b)2020 数三 设幂级数 ∞ n=1 nanx-2 n的收敛区间为 -2,6 , 则 ∞
691	694	i.vii. ii. i. ii. iv. i. i) 武强化严选第七章 23	i.vii. ii. i. ii. iv) 已知条件收敛 (a.g.b.a.b.d.a) 直接给出在一点条件收敛 i.vii. ii. i. ii. iv. i. i) 武强化严选第七章 23 设幂级数 ∞ n=1 anx
692	695	i.vii.ii.i.i.ii.iv.i.ii) 武强化严选第七章 16	i.vii.ii.i.i.ii.iv.i.ii) 武强化严选第七章 16 16.设 ∞ n=1 x-a n  n 在 x =-2 处条件收敛, 则
693	696	(a.g.b.a.b.d.b) 需转化为幂级数在一点条件收敛 i.vii. ii. i. ii. iv. ii. i)2015 数一	(a.g.b.a.b.d.b) 需转化为幂级数在一点条件收敛 i.vii. ii. i. ii. iv. ii. i)2015 数一 (3) 若级数 ∞ n=1 an 条件收敛，则 x = 3 与 x = 3 依次为幂级数 ∞
694	697	i.vii.ii.i.i.ii.iv.ii.ii) 张宇 1000 强化 13	i.vii.ii.i.i.ii.iv.ii.ii) 张宇 1000 强化 13 13.若级数 ∞ n=1 an2 n条件收敛, 则幂级数
695	698	i.vii.ii.i.i.ii.iv.ii.iii) 武强化严选第七章 2 2	i.vii.ii.i.i.ii.iv.ii.iii) 武强化严选第七章 2 2 已知级数 ∞ n=1 -1   nan条件收敛，则幂级数 ∞
696	699	(a.g.b.a.b.e.a)2020 数一	i.vii.ii.i.i.iv) 阿贝尔 (a.g.b.a.b.e.a)2020 数一 设 R 为幂级数 ∞ n=1 anx
697	700	(A.G.B.B.A.A.A.A)1990 数一	a.g.b.b) 求和 (1.7.2.2.1 幂级数求和 i.vii. ii. ii. i. i) 系数具体 (a.g.b.b.a.a.a) 子型 i.vii.ii.ii.i.i.i.i.i) 一次 (A.G.B.B.A.A.A.A)1990 数一 求幂级数 ∞
698	701	(A.G.B.B.A.A.A.B)2017 数一	(A.G.B.B.A.A.A.B)2017 数一 幂级数 ∞ n=1 -1   n-1 nxn-1在区间 -1,1 内的和函数 Sx = _____. 大观严选题 —— 澄潇宇
699	702	(A.G.B.B.A.A.A.D)2014 数三	i.vii.ii.ii.i.i.i.iii) 二次 (A.G.B.B.A.A.A.D)2014 数三 求幂级数 ∞ n=0  n+1 n+3 x
700	703	(A.G.B.B.A.A.A.E)1992 北京竞赛	(A.G.B.B.A.A.A.E)1992 北京竞赛 求极限 lim x→1- 1-x 3 ∞ n=1 n  2x
701	704	(A.G.B.B.A.A.B.B)1987 数一;880 基础解答 5 - 1	(a.g.b.b.a.a.b) 母型无阶乘 i.vii.ii.ii.i.i.i.ii.i) 一次 (A.G.B.B.A.A.B.B)1987 数一;880 基础解答 5 - 1 求幂级数 ∞ n=1
702	705	(A.G.B.B.A.A.B.C)2005 数三;30 习题 16.13	(A.G.B.B.A.A.B.C)2005 数三;30 习题 16.13 求幂级数 ∞ n=1 1 2n+1 -1   x
703	706	(A.G.B.B.A.A.B.D)2010 数一;30 例 16.32	(A.G.B.B.A.A.B.D)2010 数一;30 例 16.32 求幂级数 ∞ n=1 -1 n-1  2n-1
704	707	(A.G.B.B.A.A.B.E)2022 数三	(A.G.B.B.A.A.B.E)2022 数三 求幂级数 ∞ n=0 -4 n+1 4
705	708	(A.G.B.B.A.A.B.G)2021 数一	i.vii.ii.ii.ii.i.i.ii.vi) 二次 (A.G.B.B.A.A.B.G)2021 数一 设 unx = e-nx+ x n+1 nn+1 
706	709	(A.G.B.B.A.A.B.H)2006 数三; 强化严选第七章 32	(A.G.B.B.A.A.B.H)2006 数三; 强化严选第七章 32 求幂级数 ∞ n=1 -1 n-1 x
707	710	(A.G.B.B.A.A.B.I)2016 数三	(A.G.B.B.A.A.B.I)2016 数三 求幂级数 ∞ n=0 x 2n+2
708	711	(A.G.B.B.A.A.B.J) 武强化严选第七章 30	(A.G.B.B.A.A.B.J) 武强化严选第七章 30 求幂级数 x + 2 ∞ n=1 -1 n+1 4n 2-1  x
709	712	(A.G.B.B.A.A.B.L)2012 数一	i. vii. ii. ii. ii. i. i. ii.11) 分子二次,分母一次 (A.G.B.B.A.A.B.L)2012 数一 求幂级数 ∞ n=0 4n
710	713	(A.G.B.B.A.A.B.M)880 基础解答 5 - 2; 李正元例 11.16 - 1 ∞	(A.G.B.B.A.A.B.M)880 基础解答 5 - 2; 李正元例 11.16 - 1 ∞ n=0 n-1 2  n+1 x n 大观严选题 —— 澄潇宇
711	714	n 大观严选题 —— 澄潇宇	(a.g.b.b.a.a.c) 母型有阶乘 i. vii. ii. ii. i. i. ii.ii) 指数 (A.G.B.B.A.A.C.B) 姜真题同源 150 ∞ n=0 n 2+1
712	715	(A.G.B.B.A.A.C.D)2019 数一	i. vii. ii. ii. ii. i. i. ii.iii) 三角 (A.G.B.B.A.A.C.D)2019 数一 幂级数 ∞ n=0 -1 n
713	716	. 大观严选题 —— 澄潇宇	(A.G.B.B.A.A.C.E) 姜真题同源 150;108 考点 24 第 6 题 ∞ n=0 -1 n n+1  2n+3 !  x
714	717	(A.G.B.B.A.A.C.G)2023 数三	i. vii. ii. ii. ii. i. i.ii. vi) 微分方程 (A.G.B.B.A.A.C.G)2023 数三 ∞ n=0 x 2n
715	718	(A.G.B.B.A.A.C.H)2002 数一三;880 基础解答 11	(A.G.B.B.A.A.C.H)2002 数一三;880 基础解答 11 (1) 验证函数 yx = 1 + x 3 3! ++ x 6
716	719	(A.G.B.B.A.A.C.I) 武强化严选第七章 31	(A.G.B.B.A.A.C.I) 武强化严选第七章 31 求幂级数 ∞ n=0 x 4n
717	720	(A.G.B.B.A.A.C.J)2004 数三	(A.G.B.B.A.A.C.J)2004 数三 设级数 x 4 2⋅4 + x 6
718	721	i.vii.ii.ii.i.i.i.i.i.i2020 数一;30 例 16.33;1000 强化 20	i.vii. ii. ii. ii. i. ii) 系数以递推数列给出 (a.g.b.b.a.b.a)nan i.vii.ii.ii.i.i.i.i.i.i2020 数一;30 例 16.33;1000 强化 20 设数列 an 满足:a1 = 1,n+1 an+1 = n+ 1 2  an, 证明: 当 x < 1 时, 幂级数
719	722	i.vii.ii.ii.i.i.ii.ii.i)2013 数一; 强化严选第七章 37	(a.g.b.b.a.b.b) 隔项递推 i.vii.ii.ii.i.i.ii.ii.i)2013 数一; 强化严选第七章 37 设数列 an 满足条件:a0 = 3,a1 = 1,an-2- nn-1 an = 0n≥2 ,Sx 是幂级数 ∞ n=0 anx
720	723	i. vii. ii. ii. ii. ii. ii)2017 数三;880 拓展 1	(a.g.b.b.a.b.c) 前两项推后一项 i. vii. ii. ii. ii. ii. ii)2017 数三;880 拓展 1 若 a0 = 1,a1 = 0,an+1 = 1 n+1 nan+a  n-1 n=1,2,3,⋯ ,Sx 为幂级数
721	724	i. vii. ii. ii. ii. ii. iv. i)2007 数一; 强化严选第七章 36	(a.g.b.b.a.b.d) 已知微分方程反求递推 i. vii. ii. ii. ii. ii. iv. i)2007 数一; 强化严选第七章 36 设幂级数 ∞ n=0 anx
722	725	(a.g.b.b.b.a.a)1998 数三	(1.7.2.2.2) 数项级数求和 i.vii. ii. ii. ii. ii. i) 结合积分 (a.g.b.b.b.a.a)1998 数三 设有两条抛物线 y = nx2+ 1 n
723	726	(a.g.b.b.b.a.b)2009 数一	(a.g.b.b.b.a.b)2009 数一 设 an为曲线 y = x n与 y = x n+1 n=1,2,⋯ 所围成区域的面积, 记 S1 = ∞
724	727	(A.G.B.B.B.B.A.B)1999 数三	i.vii. ii. ii. ii. ii. ii) 直接给出 (a.g.b.b.b.b.a) 有 n 次方 i.vii.ii.ii.ii.ii.ii.ii.ij 子型 (A.G.B.B.B.B.A.B)1999 数三 ∞ n=1 n
725	728	(A.G.B.B.B.B.A.C)1993 数一; 李正元例 11.20 - 1;30 习题 16.14	(A.G.B.B.B.B.A.C)1993 数一; 李正元例 11.20 - 1;30 习题 16.14 求级数 ∞ n=0 -1 n n 2-n+1  2  n 的和. 大观严选题 —— 澄潇宇
726	729	(A.G.B.B.B.B.A.E)1996 数一;1000 基础 13; 李正元例 11.20 - 2;880 基础解答 10 - 1 ∞	i.vii.ii.ii.ii.ii.ii.iv) 母型 (A.G.B.B.B.B.A.E)1996 数一;1000 基础 13; 李正元例 11.20 - 2;880 基础解答 10 - 1 ∞ n=2 1 n 2-1 2  n = _____. 大观严选题 —— 澄潇宇 第 726 页，共 767 页
727	730	(A.G.B.B.B.B.A.F)660 数一 133; 基础严选第十章填空 9	(A.G.B.B.B.B.A.F)660 数一 133; 基础严选第十章填空 9 级数 ∞ n=1 -1 n-1 n2  n+1 的和为 _____. 大观严选题 —— 澄潇宇
728	731	(A.G.B.B.B.B.A.G) 武基础严选第十章解答 10	(A.G.B.B.B.B.A.G) 武基础严选第十章解答 10 求 ∞ n=1 -1 n-1 n2n-1  
729	732	(A.G.B.B.B.B.A.H)900 第八章数一 A 类 23	(A.G.B.B.B.B.A.H)900 第八章数一 A 类 23 计算级数 ∞ n=1 -1 n2 n+3n+1
730	733	(A.G.B.B.B.B.A.I) 武基础严选第十章填空 12	(A.G.B.B.B.B.A.I) 武基础严选第十章填空 12 级数 ∞ n=1 2 n  n! 等于 _____. 大观严选题 —— 澄潇宇
731	734	(A.G.B.B.B.B.B.B)2018 数一	(a.g.b.b.b.b) 无 n 次方 i.vii.ii.ii.ii.ii.ii.i2n + 1 的阶乘 (A.G.B.B.B.B.B.B)2018 数一 ∞ n=0 -1   n 2n+3
732	735	(A.G.B.B.B.B.B.D)2021 浙江竞赛	i.vii.ii.ii.ii.ii.ii.iii.iii)n 的阶乘 (A.G.B.B.B.B.B.D)2021 浙江竞赛 求级数 ∞ n=0 n
733	736	n!n+2   . 大观严选题 —— 澄潇宇	(A.G.B.B.B.B.B.E) ∞ n=1 -1 n-1 n+1  n!n+2   . 大观严选题 —— 澄潇宇 第 733 页，共 767 页
734	737	(A.G.B.B.B.B.B.G) 张宇 1000 强化 35	i.vii. ii. ii. ii. ii. ii. ii. vi)2n - 1/ + 1 (A.G.B.B.B.B.B.G) 张宇 1000 强化 35 求级数 ∞ n=1 -1 n n2n-1   的和. 大观严选题 —— 澄潇宇
735	738	2n-1 2n+1   的和. 大观严选题 —— 澄潇宇	(A.G.B.B.B.B.B.H) 求级数 ∞ n=1 -1 n-1 2n-1 2n+1   的和. 大观严选题 —— 澄潇宇
736	739	(a.g.b.b.b.c.a)1991 数一;880 综合填空 6	i.vii. ii. ii. ii. iii. iii) 级数定义 (a.g.b.b.b.c.a)1991 数一;880 综合填空 6 已知级数 ∞ n=1 -1   n-1
737	740	(a.g.b.c.a.a.a)1987 数三;880 基础解答 6 - 1;30 习题 16.15	(1.7.2.3.1) 有理函数 i.vii.ii.ii.i.i)1/ 二次函数 (a.g.b.c.a.a.a)1987 数三;880 基础解答 6 - 1;30 习题 16.15 将函数 f x = 1 x
738	741	(a.g.b.c.a.a.b)2007 数三	(a.g.b.c.a.a.b)2007 数三 将 f x = 1 x 2-3x-4 展开成 x - 1 的幂级数, 并写出其收敛区间. 大观严选题 —— 澄潇宇
739	742	(a.g.b.c.a.b.a)2026 数三	i.vii. ii. iii. ii. ii)1/ 框框的平方 (a.g.b.c.a.b.a)2026 数三 函数 f x 满足 f x = 1 2-x 2 - 1
740	743	(a.g.b.c.a.b.b)2008 江苏竞赛	(a.g.b.c.a.b.b)2008 江苏竞赛 【例 7.15】 (1) (江苏省高等数学竞赛题,2008 年) 将 f x = x 2+2 x-1 2 1+2x 
741	744	x+1 2 展开成 x - 1 的幂级数. 大观严选题 —— 澄潇宇	(a.g.b.c.a.b.c) 姜真题同源 150 将 f x = x x+1 2 展开成 x - 1 的幂级数. 大观严选题 —— 澄潇宇 第 741 页，共 767 页
742	745	2 展开成 x - 3 的幂级数. 大观严选题 —— 澄潇宇	(a.g.b.c.a.b.d) 姜真题同源 150 将 f x = 1 x 2 展开成 x - 3 的幂级数. 大观严选题 —— 澄潇宇 第 742 页，共 767 页
743	746	i.vii. ii. iii. ii. i)2024 数一三	(1.7.2.3.2) 对数 i.vii. ii. iii. ii. i)2024 数一三 设幂级数 ∞ n=0 anx
744	747	x+1 展开成 x - 1 的幂级数. 大观严选题 —— 澄潇宇	i.vii. ii.ii.ii.ii.ii) 姜晓千基础 将 f x = ln x x+1 展开成 x - 1 的幂级数. 大观严选题 —— 澄潇宇 第 744 页，共 767 页
745	748	i. vii. ii. iii. ii. iii. iii)1995 数三;880 基础解答 6 - 2	i. vii. ii. iii. ii. iii. iii)1995 数三;880 基础解答 6 - 2 将函数 y = ln 1-x-2x 2  展成 x 的幂级数, 并指出其收敛区间. 大观严选题 —— 澄潇宇 第 745 页，共 767 页
746	749	i.vii. ii. iii. ii. iv)1994 数一	i.vii. ii. iii. ii. iv)1994 数一 将函数 f x = 1 4 ln 1+x 1-x
747	750	(a.g.b.c.c.a.a)2001 数一; 强化严选第七章 34	(1.7.2.3.3) 三角 i.vii. ii. iii. iii. ii)arctan (a.g.b.c.c.a.a)2001 数一; 强化严选第七章 34 设 f x = 1+x 2
748	751	(a.g.b.c.c.a.b)2017 江苏竞赛	(a.g.b.c.c.a.b)2017 江苏竞赛 【例 7.16】 (江苏省高等数学竞赛题,2017 年) 将 f x = x 1+x 2  2 + arctan 1+x
749	752	(a.g.b.c.c.a.c)2003 数一	(a.g.b.c.c.a.c)2003 数一 将函数 f x = arctan 1-2x 1+2x 展开成 x 的幂级数, 并求级数 ∞ n=0
750	753	(a.g.b.c.c.a.d) 真题同源 150；武强化严选第七章 29	(a.g.b.c.c.a.d) 真题同源 150；武强化严选第七章 29 将 f x = arctan 4+x 2 4-x 2 展开成 x 的幂级数. 大观严选题 —— 澄潇宇 第 750 页，共 767 页
751	754	(a.g.b.c.c.b.a)2018 数三	i.vii. ii.iii.iii.ii)sin/cos (a.g.b.c.c.b.a)2018 数三 已知 cos2x - 1 1+x 2 = ∞
752	755	(a.g.b.c.c.b.b)880 基础解答 9	(a.g.b.c.c.b.b)880 基础解答 9 将 f x = sin π 2 x 在 x =-2 处进行幂级数展开. 大观严选题 —— 澄潇宇 第 752 页，共 767 页
753	756	(a.g.b.c.c.b.c)880 综合解答 10	(a.g.b.c.c.b.c)880 综合解答 10 将 f x = sinx + xcosx 展开为 x 的幂级数, 并求 ∞ n=0 -1   n n+1 2n+1 ! 的和. 大观严选题 —— 澄潇宇
754	757	i. vii. ii. iii.iv. i)880 综合解答 8	(1.7.2.3.4) 指数相关 i. vii. ii. iii.iv. i)880 综合解答 8 将 f x = xex在 x = 2 处展开为幂级数, 并求 f n 2 . 大观严选题 —— 澄潇宇 第 754 页，共 767 页
755	758	i. vii. ii. iii. iv. ii)880 基础填空 3	i. vii. ii. iii. iv. ii)880 基础填空 3 f x = x0 e-t2  dt 展开为 x 的幂级数为 _____. 大观严选题 —— 澄潇宇 第 755 页，共 767 页
756	759	i.vii. ii. iv. i. i)1993 数一;30 习题 16.8	a.g.b.d) 傅里叶级数 (仅数一) (1.7.2.4.1) 傅里叶系数 i.vii. ii. iv. i. i)1993 数一;30 习题 16.8 (3) 设函数 f x = πx + x 2 -π<x<π 的傅里叶级数展开式为 a0
757	760	i.vii. ii.iv.i.ii)2003 数一; 强化严选第七章 42	i.vii. ii.iv.i.ii)2003 数一; 强化严选第七章 42 设 x 2 = ∞ n=0 ancosnx-π≤x≤π , 则 a2 = _____. 大观严选题 —— 澄潇宇
758	761	i.vii. ii.iv. i.iii)2023 数一;1000 强化 38	i.vii. ii.iv. i.iii)2023 数一;1000 强化 38 (13) 设 f x 是周期为 2 的周期函数, 且 f x = 1 - x,x ∈ 0,1 .若 f x = a0 2 + ∞ n=1
759	762	i.vii. ii. iv. i.iv)2024 数一	i.vii. ii. iv. i.iv)2024 数一 已知函数 f x = x + 1.若 f x = a0 2 + ∞ n=1
760	763	i.vii. ii.iv.ii.i)1988 数一; 李正元例 11.21 - 1	(1.7.2.4.2) 狄利克雷 i.vii. ii.iv.ii.i)1988 数一; 李正元例 11.21 - 1 (2) 设 f x 是周期为 2 的周期函数，它在区间 (-1,1] 上的定义为 f x = 2, -1<x≤0, x 3 , 0<x≤1, 
761	764	i. vii. ii. iv. ii. ii)1992 数一;880 基础填空 5	i. vii. ii. iv. ii. ii)1992 数一;880 基础填空 5 设 f x = -1, -π<x≤0, 1+x 2 , 0<x≤π,  
762	765	i. vii. ii. iv. ii. iii. iii)1989 数一; 李正元例 11.21 - 2; 十章填空 14	i. vii. ii. iv. ii. iii. iii)1989 数一; 李正元例 11.21 - 2; 十章填空 14 (4) 设函数 f x = x 2 ,0 ≤ x ≤ 1,Sx = ∞ n=1
763	766	i. vii. ii.iv.ii.iv)1999 数一;30 例 16.38	i. vii. ii.iv.ii.iv)1999 数一;30 例 16.38 (3) 设 f x = x, 0≤x≤ 1 2 , 2-2x, 1
764	767	i.vii.ii.iv.ii.v)2013 数一; 强化严选第七章 41	i.vii.ii.iv.ii.v)2013 数一; 强化严选第七章 41 (3) 设 f x = x￾1 2  ,bn = 2 1 0
765	768	i.vii. ii.iv.ii.vi)2025 数一	i.vii. ii.iv.ii.vi)2025 数一 已知函数 f x = 0,0≤x< 1 2 x
766	769	i.vii.ii.iv.iii.i)1991 数一; 强化严选第七章 48	(1.7.2.4.3) 展开为傅里叶级数 i.vii.ii.iv.iii.i)1991 数一; 强化严选第七章 48 将函数 f x = 2 + x -1≤x≤1 展开成以 2 为周期的傅里叶级数, 并由此求级数 ∞ n=1 1
767	770	i.vii. ii.iv.iii.ii)2008 数一;880 基础解答 12; 强化严选第七章 47； 30 例 16.39	i.vii. ii.iv.iii.ii)2008 数一;880 基础解答 12; 强化严选第七章 47； 30 例 16.39 将函数 f x = 1 - x 2 0≤x≤π 展开成余弦级数, 并求 ∞ n=1
